primary_ticker,cik,company_tickers_title,edgar_name,sic,sic_description,entity_type,exchange,exchange_list,state_of_incorporation,state_of_incorporation_description,flags,Industry Plate,Original Industry Plate,Concept Plate,quote_name,latest_price,total_market_cap_usd
SNA,91440,Snap-on Inc,Snap-on Inc,3420.0,"Cutlery, Handtools & General Hardware",operating,NYSE,NYSE,DE,DE,insiderTransactionForIssuerExists,Tools & Accessories,Tools & Accessories,,实耐宝,382.38,19905686816
RBC,1324948,RBC Bearings INC,RBC Bearings INC,3562.0,Ball & Roller Bearings,operating,NYSE,NYSE,,,insiderTransactionForIssuerExists,Tools & Accessories,Tools & Accessories,,RBC轴承,588.74,18615347099
LECO,59527,LINCOLN ELECTRIC HOLDINGS INC,LINCOLN ELECTRIC HOLDINGS INC,3540.0,Metalworkg Machinery & Equipment,operating,Nasdaq,Nasdaq,OH,OH,insiderTransactionForIssuerExists,Tools & Accessories,Tools & Accessories,ARK Portfolio | Robotics,林肯电气,258.63,14179069566
SWK,93556,"STANLEY BLACK & DECKER, INC.","STANLEY BLACK & DECKER, INC.",3420.0,"Cutlery, Handtools & General Hardware",operating,NYSE,NYSE,CT,CT,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Tools & Accessories,Tools & Accessories,Donald Trump | Dividend Aristocrats,史丹利百得,75.7,11755182675
TTC,737758,TORO CO,TORO CO,3524.0,Lawn & Garden Tractors & Home Lawn & Gardens Equip,operating,NYSE,NYSE,MN,MN,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Tools & Accessories,Tools & Accessories,,托罗配件,94.51,9161132254
TKR,98362,TIMKEN CO,TIMKEN CO,3562.0,Ball & Roller Bearings,operating,NYSE,NYSE,OH,OH,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Tools & Accessories,Tools & Accessories,,铁姆肯,106.79,7451597853
