primary_ticker,cik,company_tickers_title,edgar_name,sic,sic_description,entity_type,exchange,exchange_list,state_of_incorporation,state_of_incorporation_description,flags,Industry Plate,Original Industry Plate,Concept Plate,quote_name,latest_price,total_market_cap_usd
WM,823768,WASTE MANAGEMENT INC,WASTE MANAGEMENT INC,4953.0,Refuse Systems,operating,NYSE,NYSE,DE,DE,insiderTransactionForIssuerExists,Waste Management & Pollution Control,Waste Management,,美国废物管理,223.93,90224422070
RSG,1060391,"REPUBLIC SERVICES, INC.","REPUBLIC SERVICES, INC.",4953.0,Refuse Systems,operating,NYSE,NYSE,DE,DE,insiderTransactionForIssuerExists,Waste Management & Pollution Control,Waste Management,,共和废品处理,205.29,63425616656
WCN,1318220,"Waste Connections, Inc.","Waste Connections, Inc.",4953.0,Refuse Systems,operating,NYSE,NYSE,A6,"Ontario, Canada",insiderTransactionForIssuerExists,Waste Management & Pollution Control,Waste Management,,Waste Connections Inc,156.51,39787018898
VLTO,1967680,Veralto Corp,Veralto Corp,3825.0,Instruments For Meas & Testing of  Electricity & Elec Signals,operating,NYSE,NYSE,X1,United States,insiderTransactionForIssuerExists,Waste Management & Pollution Control,Pollution & Treatment Controls,,Veralto Corp,89.0,21855295413
CLH,822818,CLEAN HARBORS INC,CLEAN HARBORS INC,4955.0,Hazardous Waste Management,operating,NYSE,NYSE,MA,MA,insiderTransactionForIssuerExists,Waste Management & Pollution Control,Waste Management,,Clean Harbors Inc,304.4,16228617833
GFL,1780232,GFL Environmental Inc.,GFL Environmental Inc.,4953.0,Refuse Systems,other,NYSE,NYSE,A6,"Ontario, Canada",,Waste Management & Pollution Control,Waste Management,,GFL Environmental Inc,39.59,14200497510
ZWS,1439288,Zurn Elkay Water Solutions Corp,Zurn Elkay Water Solutions Corp,3560.0,General Industrial Machinery & Equipment,operating,NYSE,NYSE,DE,DE,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Waste Management & Pollution Control,Pollution & Treatment Controls,,Zurn Elkay Water Solutions Corp,52.48,8757437994
FSS,277509,FEDERAL SIGNAL CORP /DE/,FEDERAL SIGNAL CORP /DE/,3711.0,Motor Vehicles & Passenger Car Bodies,operating,NYSE,NYSE,DE,DE,insiderTransactionForIssuerExists,Waste Management & Pollution Control,Pollution & Treatment Controls,,联邦信号,114.01,6942314136
CWST,911177,CASELLA WASTE SYSTEMS INC,CASELLA WASTE SYSTEMS INC,4953.0,Refuse Systems,operating,Nasdaq,Nasdaq,DE,DE,insiderTransactionForIssuerExists,Waste Management & Pollution Control,Waste Management,,Casella Waste Systems Inc-A,80.84,5142219223
