primary_ticker,cik,company_tickers_title,edgar_name,sic,sic_description,entity_type,exchange,exchange_list,state_of_incorporation,state_of_incorporation_description,flags,Industry Plate,Original Industry Plate,Concept Plate,quote_name,latest_price,total_market_cap_usd
WMT,104169,Walmart Inc.,Walmart Inc.,5331.0,Retail-Variety Stores,operating,Nasdaq,Nasdaq,DE,DE,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,Top Retailers | Santa Rally | Black Friday | Dividend Aristocrats,沃尔玛,129.98,1036252877080
COST,909832,COSTCO WHOLESALE CORP /NEW,COSTCO WHOLESALE CORP /NEW,5331.0,Retail-Variety Stores,operating,Nasdaq,Nasdaq,WA,WA,insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,Top Retailers | Santa Rally | Black Friday,开市客,1003.7,445294054398
TGT,27419,TARGET CORP,TARGET CORP,5331.0,Retail-Variety Stores,operating,NYSE,NYSE,MN,MN,insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,Top Retailers | Santa Rally | Black Friday | Dividend Aristocrats,塔吉特,130.6,59142939923
DG,29534,DOLLAR GENERAL CORP,DOLLAR GENERAL CORP,5331.0,Retail-Variety Stores,operating,NYSE,NYSE,TN,TN,insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,Top Retailers | Donald Trump | Santa Rally | Black Friday,达乐,123.2,27131882624
DLTR,935703,"DOLLAR TREE, INC.","DOLLAR TREE, INC.",5331.0,Retail-Variety Stores,operating,Nasdaq,Nasdaq,VA,VA,insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,Black Friday,美元树,101.97,20118499187
BJ,1531152,"BJ's Wholesale Club Holdings, Inc.","BJ's Wholesale Club Holdings, Inc.",5331.0,Retail-Variety Stores,operating,NYSE,NYSE,DE,DE,insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,Top Retailers,BJ批发俱乐部,95.41,12372443261
DDS,28917,"DILLARD'S, INC.","DILLARD'S, INC.",5311.0,Retail-Department Stores,operating,NYSE,NYSE|NYSE,TX,TX,insiderTransactionForIssuerExists,Broadline & Department Retail,Department Stores,Black Friday,狄乐百货,609.0,9510796239
OLLI,1639300,"Ollie's Bargain Outlet Holdings, Inc.","Ollie's Bargain Outlet Holdings, Inc.",5331.0,Retail-Variety Stores,operating,Nasdaq,Nasdaq,DE,DE,insiderTransactionForIssuerExists,Broadline & Department Retail,Discount Stores,,Ollie's Bargain Outlet Holdings,89.34,5445828069
M,794367,"Macy's, Inc.","Macy's, Inc.",5311.0,Retail-Department Stores,operating,NYSE,NYSE,DE,DE,insiderTransactionForIssuerExists,Broadline & Department Retail,Department Stores,Top Retailers | Black Friday,梅西百货,20.2,5327982280
