primary_ticker,cik,company_tickers_title,edgar_name,sic,sic_description,entity_type,exchange,exchange_list,state_of_incorporation,state_of_incorporation_description,flags,Industry Plate,Original Industry Plate,Concept Plate,quote_name,latest_price,total_market_cap_usd
NYT,71691,NEW YORK TIMES CO,NEW YORK TIMES CO,2711.0,Newspapers: Publishing or  Publishing & Printing,operating,NYSE,NYSE,NY,NY,insiderTransactionForIssuerExists,"Media, Publishing & Education",Publishing,Warren Buffett Portfolio,纽约时报,80.45,13026218788
PSO,938323,PEARSON PLC,PEARSON PLC,2731.0,Books: Publishing or  Publishing & Printing,other,NYSE,NYSE|OTC,X0,United Kingdom,insiderTransactionForOwnerExists,"Media, Publishing & Education",Publishing,,培生,14.75,8966980952
EDU,1372920,New Oriental Education & Technology Group Inc.,New Oriental Education & Technology Group Inc.,8200.0,Services-Educational Services,other,NYSE,NYSE|OTC,E9,Cayman Islands,insiderTransactionForIssuerExists,"Media, Publishing & Education",Education & Training Services,China Mainland Education | Tencent Ecosystem | Online Education | China Concept Stocks,新东方,54.73,8710046750
TAL,1499620,TAL Education Group,TAL Education Group,8200.0,Services-Educational Services,other,NYSE,NYSE,E9,Cayman Islands,insiderTransactionForIssuerExists,"Media, Publishing & Education",Education & Training Services,China Mainland Education | Online Education | China Concept Stocks,好未来,12.03,7337827072
NXST,1142417,"NEXSTAR MEDIA GROUP, INC.","NEXSTAR MEDIA GROUP, INC.",4833.0,Television Broadcasting Stations,operating,Nasdaq,Nasdaq,DE,DE,insiderTransactionForIssuerExists,"Media, Publishing & Education",Broadcasting,,Nexstar Media Group Inc,210.2,6374944969
GHC,104889,Graham Holdings Co,Graham Holdings Co,8200.0,Services-Educational Services,operating,NYSE,NYSE,DE,DE,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,"Media, Publishing & Education",Education & Training Services,,格雷厄姆控股,1154.0,5018848706
