primary_ticker,cik,company_tickers_title,edgar_name,sic,sic_description,entity_type,exchange,exchange_list,state_of_incorporation,state_of_incorporation_description,flags,Industry Plate,Original Industry Plate,Concept Plate,quote_name,latest_price,total_market_cap_usd
GGAL,1114700,GRUPO FINANCIERO GALICIA SA,GRUPO FINANCIERO GALICIA SA,6029.0,"Commercial Banks, NEC",other,Nasdaq,Nasdaq,C1,Argentina,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,加利西亚金融,46.2,7420892228
CBSH,22356,COMMERCE BANCSHARES INC /MO/,COMMERCE BANCSHARES INC /MO/,6022.0,State Commercial Banks,operating,Nasdaq,Nasdaq,MO,MO,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,科默斯银行,50.6,7386551113
VLY,714310,VALLEY NATIONAL BANCORP,VALLEY NATIONAL BANCORP,6021.0,National Commercial Banks,operating,Nasdaq,Nasdaq|Nasdaq|Nasdaq|Nasdaq,NJ,NJ,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,硅谷国家银行,13.25,7344698607
PB,1068851,PROSPERITY BANCSHARES INC,PROSPERITY BANCSHARES INC,6022.0,State Commercial Banks,operating,NYSE,NYSE,TX,TX,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Prosperity Bancshares Inc,69.78,7036244598
GBCI,868671,"GLACIER BANCORP, INC.","GLACIER BANCORP, INC.",6022.0,State Commercial Banks,operating,NYSE,NYSE,MT,MT,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,冰川万通金控,48.86,6357052841
FNB,37808,FNB CORP/PA/,FNB CORP/PA/,6021.0,National Commercial Banks,operating,NYSE,NYSE,PA,PA,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,F.N.B. Corp,17.65,6277591473
CBC,2065601,"Central Bancompany, Inc.","Central Bancompany, Inc.",6022.0,State Commercial Banks,operating,Nasdaq,Nasdaq,MO,MO,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Central Bancompany Inc-A,25.66,6165921049
UBSI,729986,UNITED BANKSHARES INC/WV,UNITED BANKSHARES INC/WV,6022.0,State Commercial Banks,operating,Nasdaq,Nasdaq,WV,WV,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,联合银行,43.39,6060304861
FLG,910073,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",6036.0,"Savings Institutions, Not Federally Chartered",operating,NYSE,NYSE|NYSE|NYSE,,,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Flagstar Bank NA,14.23,5919581543
ABCB,351569,Ameris Bancorp,Ameris Bancorp,6022.0,State Commercial Banks,operating,NYSE,NYSE,GA,GA,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Ameris Bancorp,83.85,5724357243
AX,1299709,"Axos Financial, Inc.","Axos Financial, Inc.",6035.0,"Savings Institution, Federally Chartered",operating,NYSE,NYSE,DE,DE,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Axos Financial Inc,96.62,5476252418
HWC,750577,HANCOCK WHITNEY CORP,HANCOCK WHITNEY CORP,6022.0,State Commercial Banks,operating,Nasdaq,Nasdaq|Nasdaq,MS,MS,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,汉考克惠特尼,67.34,5464775680
AUB,883948,Atlantic Union Bankshares Corp,Atlantic Union Bankshares Corp,6022.0,State Commercial Banks,operating,NYSE,NYSE|NYSE,VA,VA,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Atlantic Union Bankshares Corp,37.22,5287491661
OZK,1569650,Bank OZK,Bank OZK,,,other,Nasdaq,Nasdaq|Nasdaq,AR,AR,,Banks - Regional,Banks - Regional,,欧扎克银行,47.52,5245382388
HOMB,1331520,HOME BANCSHARES INC,HOME BANCSHARES INC,6022.0,State Commercial Banks,operating,NYSE,NYSE,AR,AR,insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Home BancShares Inc,26.68,5239791920
IFS,1615903,Intercorp Financial Services Inc.,Intercorp Financial Services Inc.,6029.0,"Commercial Banks, NEC",other,NYSE,NYSE,,,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Banks - Regional,Banks - Regional,,Intercorp Financial Services In,46.02,5111993640
